index,accuracy,ECE
0,0.0,0.15350000667999994
1,0.0,0.15350000667999994
2,0.2784999997215,0.15350000667999994
3,0.0,0.15350000667999994
4,0.0,0.15350000667999994
5,0.0,0.15350000667999994
6,0.0,0.15350000667999994
7,0.0,0.15350000667999994
8,0.0,0.15350000667999994
9,0.0,0.15350000667999994
10,0.0,0.15350000667999994
11,0.0,0.15350000667999994
12,0.0,0.15350000667999994
13,0.0,0.15350000667999994
14,0.0,0.15350000667999994
15,0.0,0.15350000667999994
16,0.0,0.15350000667999994
17,0.0,0.15350000667999994
18,0.0,0.15350000667999994
19,0.0,0.15350000667999994
